DateTime,Entries,UniqueIPs
1539715694,1150,1150
1539716666,1140,1140
1539717611,1129,1129
1539718581,1124,1124
1539719539,1112,1112
1539720510,1104,1104
1539721462,1090,1090
1539722421,1080,1080
1539723637,1073,1073
1539724593,1069,1069
1539725573,1060,1060
1539726489,1061,1061
1539727463,1065,1065
1539728408,1064,1064
1539729631,1054,1054
1539730589,1043,1043
1539731553,1031,1031
1539732487,1027,1027
1539733460,1016,1016
1539734423,1003,1003
1539735379,985,985
1539736336,972,972
1539737292,960,960
1539738278,939,939
1539739237,937,937
1539740170,936,936
1539741139,936,936
1539742113,934,934
1539743072,952,952
1539744012,941,941
1539744971,936,936
1539745940,934,934
1539746905,928,928
1539747859,925,925
1539748820,918,918
1539749796,916,916
1539750735,915,915
1539751691,894,894
1539752676,870,870
1539753607,878,878
1539754571,897,897
1539755549,901,901
1539756524,900,900
1539757470,897,897
1539758439,904,904
1539759370,898,898
1539760343,897,897
1539761306,902,902
1539762262,903,903
1539763221,894,894
1539764195,891,891
1539765153,891,891
1539766338,899,899
1539767307,901,901
1539768254,896,896
1539769210,894,894
1539770207,904,904
1539771137,911,911
1539772090,926,926
1539773057,931,931
1539774041,945,945
1539774984,962,962
1539775941,963,963
1539776893,974,974
1539777878,981,981
1539778821,989,989
1539779783,986,986
1539780756,986,986
1539781716,993,993
1539782672,996,996
1539783611,998,998
1539784577,994,994
1539785541,996,996
1539786491,989,989
1539787462,989,989
1539788422,996,996
1539789505,991,991
1539790594,987,987
1539791553,980,980
1539792536,978,978
1539793461,979,979
1539794410,989,989
1539795386,987,987
1539796358,991,991
1539797300,992,992
1539798259,991,991
1539799237,989,989
1539800190,1002,1002
1539801141,1004,1004
1539802092,1008,1008
1539803077,1011,1011
1539804010,1010,1010
1539804984,1012,1012
1539805939,1014,1014
1539807418,1018,1018
1539808365,1016,1016
1539809542,1028,1028
1539810515,1031,1031
1539811470,1035,1035
1539812429,1043,1043
1539813378,1046,1046
1539814350,1044,1044
1539815299,1049,1049
1539816262,1050,1050
1539817217,1061,1061
1539818189,1061,1061
1539819141,1062,1062
1539820101,1064,1064
1539821057,1061,1061
1539822019,1038,1038
1539822972,1046,1046
1539823979,1042,1042
1539824894,1045,1045
1539825854,1055,1055
1539826814,1053,1053
1539827796,1041,1041
1539829486,1036,1036
1539830409,1055,1055
1539831371,1057,1057
1539832359,1056,1056
1539833290,1067,1067
1539834256,1070,1070
1539835232,1071,1071
1539836184,1072,1072
1539837140,1078,1078
1539838095,1097,1097
1539839055,1097,1097
1539840016,1105,1105
1539841242,1101,1101
1539842168,1098,1098
1539843148,1118,1118
1539844090,1131,1131
1539845076,1127,1127
1539846020,1135,1135
1539846992,1134,1134
1539847940,1136,1136
1539848894,1138,1138
1539849878,1144,1144
1539850815,1151,1151
1539851780,1160,1160
1539852752,1154,1154
1539853701,1150,1150
1539854653,1137,1137
1539855620,1124,1124
1539856581,1102,1102
1539857543,1091,1091
1539858494,1078,1078
